question1,question2,is_duplicate
现在还可以吗蚂蚁花呗,加汽油可以用花呗吗,0
借呗不能提前还一期吗,借呗分期两个月了，想提前还完，可以吗,0
花呗是不会跟支付宝绑定,花呗是以前号码绑定的,0
我已经还完花呗了，那火车票退款去哪里了,我昨天花呗还款了，今天退了一个衣服，退款退到花呗里面了,0
为什么借呗还清了确没有恢复额度,借呗还款之后额度未恢复,1
支付宝付款，花呗付款为什么不产生能量,为什么近几次我通过支付宝花呗支付火车票，不产生能量球,1
当面付可以用花呗吗,花呗可以在商超使用,0
花呗还了为什么用不了,现在已经还完了 但是花呗用不了了,1
蚂蚁借呗，怎么才能重新评估,蚂蚁借呗怎么三个月还款,0
为什么我是网商贷 别人是蚂蚁借呗,网商贷是什么，蚂蚁借呗一样吗,0
我得借呗怎么没有额度了,借呗为什么还是没有,0
花呗额度为什么调不了,花呗额度调整不了了吗,1
为什么我关闭了另一个账号的花呗服务 这个账号还是不能开启花呗,账号关闭了花呗 这个账号没发开启吗,1
借呗可以提现吗,蚂蚁借呗钱可以提到银行卡上吗,1
我购买手机时，显示是可以花呗分期，但是付款时出来窗口是全额付款,花呗可以在实体店付款吗,0
蚂蚁借呗提前还款有副,蚂蚁借呗我是每次都提前完款，对信用度有关吗,1
花呗余额为负没事的吧,为什么借呗还款后没余额,0
花呗查余额,我怎么查花呗账单,0
已经退回去花呗了,共***笔款都已退到花呗了,1
蚂蚁借呗已经还清,我用蚂蚁借呗了么,0
蚂蚁借呗分期后还可以在分期还吗,花呗提升额度后还可以再分期吗,0
借呗 余额 限额,还借呗有限额吗,0
花呗分期服务商推广流程,花呗分期支付,0
蚂蚁借呗按时还款了，为什么今天逾期了,我的蚂蚁借呗***号的还款，我***号就已经存到余额里面了，今天怎么又逾期了，没有自动扣除,0
我不是在花呗借的,我的蚂蚁借呗为什么借不了款,0
蚂蚁花呗可以使用吗,花呗可以支付商品吗,0
花呗是什么样标识,花呗标识什么,1
哪些商家可以使用花呗支付,花呗在哪些地方可以用,1
网商贷和借呗共享额度么,网商贷和蚂蚁借呗是一回事不,0
怎么解除花呗绑定的支付宝账号,如何取消支付宝花呗的绑定,1
我是问没开通花呗能不能使用购物津贴,花呗分期付尾款如何使用购物津贴,0
收钱码怎么没法使用蚂蚁花呗,收钱码花呗,0
我刚刚使用花呗交话费没到账,花呗刚交话费***，怎么手机号码还没到账,1
电费不能用花呗交了是什么情况,我要用花呗交电费,0
改变借呗分期,借呗能不分期付款么,0
借呗可以还款日晚上还吗,可以延迟蚂蚁借呗还款日吗,0
借呗，我用那么久了还是那么低的额度,为什么我的借呗额度下降了,0
我的花呗还款钱哪去了,我的花呗还款成功了没有,0
花呗已经还款了，如果这个月退上个月的钱可以提出吗,如果我还清分期这个月花呗，临时额度没还会那么还的花呗可以消费吗,0
关联账户能使用花呗吗,支付宝花呗能俩个号使用吗,0
花呗一号消费确认收货当月要还吗,我没有确认收货的都要付花呗款吗,0
为什么把借呗关了吗,借呗申请提额为什么给关了,0
我十一月一号用的花呗 什么时候还款,我这个月八号用了花呗，下个月什么时候还,1
把钱给我退到花呗上,退到花呗里钱是直接还花呗吗,0
花呗每天有额度,花呗额度分级,0
我的花呗为什么无法开通,为什么我的花呗一直登陆超时,0
临时额度怎么使用花呗分期,临时额度分期后花呗怎么还是负,0
我都用了很久了。都没有涨花呗额度,为什么我有花呗额度，去不能用,0
蚂蚁花呗咋样关,蚂蚁花呗如何才能退订,1
借呗需要激活吗,借呗能开通吗,0
采暖费可以用花呗吗,眼镜店可以用花呗吗,0
花呗多久更新,花呗负额度需要多久换款,0
我记得花呗分***期我第一期还的是什么,花呗是怎么还,0
蚂蚁借呗可以用余额宝,蚂蚁借呗可以借***,0
淘宝显示没付款，但花呗已经付了，这怎么回事,我已用花呗付了款，但是淘宝一直显示我没付款,1
消费的时候余额不足怎样用花呗补上,花呗分期时余额够分期的金额为什么会提示余额不足,0
"就是我还款了, 商家的退款不会退回到花呗里面, 而是退还到我的支付宝余额里面",订单是用花呗付款的 订单确认收货后 申请售后退款 这个花呗还要换吗,0
花呗免息券如何兑换,蚂蚁花呗免息多久,0
借呗额度上调,怎么借呗没有额度,0
我还有花呗余额，为什么不能用来分期购买东西,花呗可以借***为什么来分期借不了,0
能不能给我开通蚂蚁花呗，借呗等功能,昨天，我那么跟蚂蚁花呗按键嘛，不是蚂蚁借呗,0
添加了银行卡为什么花呗添加不了,还花呗绑不了银行卡怎么办,1
花呗还款了后什么时候恢复额度,花呗额度调低了下月可以恢复吗,0
如果修改了银行卡预留的手机号会影响花呗额度吗,银行卡预留手机号已经更改了，为什么使用借呗时候还是以前的号码,0
花呗pass冻结额度上限,花呗额度有个已冻结,0
开通花呗后不用花呗 会花钱吗,用此号开通花呗,0
我现在没钱还花呗怎么办,花呗钱越还越多,0
分期花呗什么时候还款,花呗分期是什么时间还款,1
为什么我花呗额度直接被降了***,为什么我的花呗额度本来是***的怎么又变回***了,0
花呗分期怎么操作,怎么让花呗分期,1
我的花呗还能用么,花呗淘宝充话费为什么无法使用,0
花呗要怎么关,货收到了我需要关闭花呗,1
刚一笔还款，我银行卡有信息扣取成功，为何花呗没还成功,银行卡信息显示已扣费，为什么花呗还显示没还款,1
花呗未出账提前还款需要需要手续费吗,花呗分期后 如果提前还款 会收后续的手续费吗,0
我的这个账户的花呗成功关闭了，为什么另一个账户不能开通,我关闭花呗了为何另外一个帐号不能开通,1
怎么关闭另一个以开通花呗的帐号,显示另一个账户开通花呗,0
怎么改花呗的支付宝,花呗的支付宝号码怎么更换,1
余额能还借呗么,借呗能一次还,0
怎么查看蚂蚁借呗的账单,蚂蚁借呗分期了怎么看账单,0
我是分期买的东西。在花呗怎么扣款,花呗分期怎么退钱,0
蚂蚁借呗还款后为什么没额度了,我的蚂蚁借呗，为什么开通不了，为什么没有额度,0
我花呗有额度为什么用不了,为什么我的花呗有额度,0
花呗如何取消分期改款,花呗分期还款可以撤销吗,1
为什么我的花呗额度降完了,为什么我花呗的额度从***降到了***,0
我花呗欲期了，但还了，能给我开通吗,能在为我开通花呗吗,0
我之前用的花呗分期,花呗我用了的,0
收钱码怎样关闭花呗收钱,收钱码可以收花呗款吗,0
我的借呗怎么才能用,怎么样才能用借吧,1
花呗活动券,花呗活动无法参与,0
来分期逾期会影响借呗吗,我开通了来分期后还可以开通借呗借款吗,0
花呗付款到实体店商家有手续费吗,卖家要求收花呗手续费***,0
蚂蚁花呗兑换用积分兑换的礼品，加恶再哪里可以查看的到,花呗积分兑换的商品在哪里查看,1
我借呗有额度，但是不能提现了,借呗有额度可以提现吗,0
用花呗 付款 要利息吗,花呗利息是多少,0
换新手机号影响我花呗额度吗,花呗分期影响花呗使用额度吗,0
现在钱不见了，借呗也不见还，什么情况,我手机的借呗怎么不见了,0
花呗自动扣款后可以返还吗，我想分期,花呗有退款，到期账单还是有这笔账单，是会自动扣除么,0
我可以使用花呗吗,花呗能在支付宝使用吗,0
花呗账单分期能一次性还清么,如果花呗分期了，我想一次性还完，还可以么,1
借呗还款金额上限,蚂蚁借呗用余额宝还款有限额吗,0
借呗时是自动扣款嘛,蚂蚁借呗为什么会自动还款,0
花呗额度可否提升,怎么样提升花呗的信用额度,0
用花呗怎么买东西,怎么交气费不能用蚂蚁花呗了,0
花呗逾期过 但现在还了 对我的信用有影响吗,花呗分期会不会影响影响信用,0
可以用自己的支付宝为别人的花呗还款吗,花呗的钱可以让其他人代还吗,1
花呗在还款到期前主动还款，要付利息吗,花呗提前还清后面的利息还要不要付,0
花呗可以用来打滴滴么,可以不可以用花呗买单,0
为什么我开通不了花呗,为什么不可以开通花呗,0
花呗逾期不能使用,花呗逾期了 还款了还能用吗,0
我的蚂蚁花呗只能淘宝用,为什么我的花呗只能在淘宝使用，不能在别的商户使用,1
花呗十二期免息怎么算,魅族花呗***期免息券,0
花呗可以不可以点饿了吗外卖,花呗可以刷出来吗,0
借呗怎么要登录车辆信息了,如何更改借呗车辆信息,0
支付宝花呗和蚂蚁借呗关联吗,我怎么没有花呗和蚂蚁借呗,0
花呗短信能取消么,取消蚂蚁花呗的短信提醒,1
为什么找不到花呗选项,花呗找不到了怎么办,1
之前都一直 显示 支持花呗的,之前线上 线下 只要支付宝支付都会跳到花呗支付页面 现在都不可以了,0
蚂蚁借呗和网商银行有什么区别,网商货和蚂蚁借呗一样吗,0
借呗借的款多久能到账,还了要多久借呗到帐,0
花呗日利率***％,花呗分期 利率,0
我借呗就用过一次我怕忘了提前还款了，怎么还给我关了,我之前的蚂蚁借呗一次性还清，怎么每月还在出账,0
明明是余额支付的，为什么花呗也要还钱,为什么我这单消费是余额宝支付，花呗账单里还要还款,0
花呗服务费扣卖家钱吗,为啥有花呗服务费,0
蚂蚁借呗下个月什么时候还款,蚂蚁借呗是固定几号还款的吗,0
***尽情花呗什么意思,尽情花呗是,1
花呗除了淘宝可以在别得地方用嘛,花呗是否在天猫可以使用,0
人人都有花呗/我怎么没有,什么花呗借呗我连点都没点过,0
我的花呗还什么款,我想查询一下，我什么时候借花呗的钱,0
花呗用不了怎么办,我的花呗为什么一直不可以用,0
花呗提额补充学历没有可选院校，可以随便选吗,我想花呗提升额度，可是要完善学历，我没有学历怎么完善,0
当面付不支持花呗,怎么停止支付花呗,0
我花呗怎么使不了了，怎么恢复正常,开通了花呗不不想用了怎么注销,0
花呗的额度如何确定,我怎么提升花呗的额度,0
开通了花呗不用会不会产生费用,开通花呗不用的话，会收费吗,1
我花呗允许了通讯录怎么还是不行,已经开启通讯权限了为什么借呗提额还是不行,0
蚂蚁花呗安全证书校验失败是什么,花呗显示安全证书校验失败,1
***花呗有***元，可以用***元消费吗,高铁票可以用花呗吗,0
花呗必须全额,花呗怎么能改回全额返款,0
花呗怎么在电脑上无法操作,花呗还款只能在手机上操作吗,0
蚂蚁借呗可以分***期吗,借呗最高可以分多少期还款,0
花呗账单分期利率是多少,我***月份花呗分期金额最多是多少,0
花呗的暂时余额是什么意思,花呗上的修改金额是什么意思,0
花呗一个月周期是几号到几号,我的花呗账单是几号,0
为什么我的花呗额度看不到,花呗支付的人怎么看,0
收钱码开通花呗和信用卡显示不符合条件,怎么开通花呗信用卡收钱,0
